,id,date,contract,price,quantity
5883,866913124,2022-09-09T18:01:14.000+0300,PH22091022,4299.99,200
5885,866913467,2022-09-09T18:01:26.000+0300,PH22091016,3275.01,200
5886,866913529,2022-09-09T18:01:26.000+0300,PH22091007,3617.87,200
5887,866913765,2022-09-09T18:01:27.000+0300,PH22091007,3617.87,50
5888,866913577,2022-09-09T18:01:28.000+0300,PH22091016,3275.01,100
5889,866913773,2022-09-09T18:01:28.000+0300,PH22091016,3275.01,200
5890,866913794,2022-09-09T18:01:29.000+0300,PH22091016,3275.0,100
5891,866913987,2022-09-09T18:01:29.000+0300,PH22091016,3275.0,200
5892,866914154,2022-09-09T18:01:30.000+0300,PH22091016,3275.0,200
5893,866913904,2022-09-09T18:01:33.000+0300,PH22091003,3274.98,23
5894,866914760,2022-09-09T18:01:40.000+0300,PH22091005,4150.01,380
5895,866914967,2022-09-09T18:01:40.000+0300,PH22091016,3275.0,200
5896,866914484,2022-09-09T18:01:41.000+0300,PH22091016,3275.0,48
5897,866915406,2022-09-09T18:01:47.000+0300,PH22091004,3617.87,23
5898,866916381,2022-09-09T18:02:01.000+0300,PH22091006,4150.01,380
5899,866916975,2022-09-09T18:02:08.000+0300,PH22091005,4229.18,23
5900,866917780,2022-09-09T18:02:20.000+0300,PH22091006,4239.74,23
5901,866920055,2022-09-09T18:02:48.000+0300,PH22091008,3274.98,23
5902,866922308,2022-09-09T18:03:11.000+0300,PH22091010,4166.0,1
5903,866922404,2022-09-09T18:03:14.000+0300,PH22091010,4166.0,23
5904,866923268,2022-09-09T18:03:26.000+0300,PH22091011,4299.99,23
5905,866923477,2022-09-09T18:03:29.000+0300,PH22091018,4066.0,460
5906,866924797,2022-09-09T18:03:40.000+0300,PH22091005,4175.0,200
5907,866924662,2022-09-09T18:03:46.000+0300,PH22091000,4650.0,95
5908,866924695,2022-09-09T18:03:48.000+0300,PH22091006,4175.0,200
5909,866925289,2022-09-09T18:03:48.000+0300,PH22091012,3350.0,23
5910,866926553,2022-09-09T18:04:02.000+0300,PH22091013,3961.58,23
5911,866926661,2022-09-09T18:04:08.000+0300,PH22091022,4298.99,79
5912,866927317,2022-09-09T18:04:08.000+0300,PH22091022,4298.9,1
5913,866928550,2022-09-09T18:04:20.000+0300,PH22091005,4175.0,434
5914,866928701,2022-09-09T18:04:26.000+0300,PH22091006,4175.0,434
5915,866932001,2022-09-09T18:04:57.000+0300,PH22091005,4155.01,250
5916,866932516,2022-09-09T18:05:01.000+0300,PH22091006,4155.01,250
5918,866932632,2022-09-09T18:05:06.000+0300,PH22091002,3995.0,1
5923,866935490,2022-09-09T18:05:39.000+0300,PH22091019,4782.01,80
5924,866936335,2022-09-09T18:05:42.000+0300,PH22091023,3617.0,460
5925,866936469,2022-09-09T18:05:48.000+0300,PH22091018,4066.0,2
5926,866937442,2022-09-09T18:06:00.000+0300,PB22091001-04,3797.0,1000
5927,866940138,2022-09-09T18:06:28.000+0300,PB22091005-01,4249.99,917
5928,866940189,2022-09-09T18:06:31.000+0300,PH22091008,3275.0,50
5929,866940213,2022-09-09T18:06:32.000+0300,PH22091000,4700.0,200
5930,866942318,2022-09-09T18:06:50.000+0300,PH22091000,4700.0,100
5931,866942460,2022-09-09T18:06:56.000+0300,PH22091000,4700.0,100
5932,866946395,2022-09-09T18:07:38.000+0300,PH22091009,3750.01,23
5934,866948409,2022-09-09T18:08:04.000+0300,PH22091016,3275.0,4
5935,866949654,2022-09-09T18:08:20.000+0300,PH22091017,3550.0,4
5936,866952310,2022-09-09T18:08:50.000+0300,PB22091006-01,4250.0,736
5940,866952994,2022-09-09T18:08:55.000+0300,PH22091016,3275.0,32
5941,866953588,2022-09-09T18:09:02.000+0300,PH22091014,3750.0,32
5942,866953479,2022-09-09T18:09:04.000+0300,PH22091017,3550.0,32
5943,866953792,2022-09-09T18:09:06.000+0300,PH22091015,3500.0,32
5944,866953872,2022-09-09T18:09:10.000+0300,PB22091007-01,3617.87,1000
5945,866953891,2022-09-09T18:09:11.000+0300,PH22091007,3617.87,4
5946,866954455,2022-09-09T18:09:13.000+0300,PH22091013,3961.56,32
5947,866955010,2022-09-09T18:09:19.000+0300,PH22091011,4299.99,200
5948,866955193,2022-09-09T18:09:19.000+0300,PH22091011,4299.99,32
5949,866955381,2022-09-09T18:09:25.000+0300,PH22091010,4165.99,50
5950,866956036,2022-09-09T18:09:30.000+0300,PH22091008,3274.97,200
5951,866956976,2022-09-09T18:09:44.000+0300,PH22091005,4137.49,60
5952,866957184,2022-09-09T18:09:47.000+0300,PH22091006,4177.8,450
5953,866957366,2022-09-09T18:09:47.000+0300,PH22091006,4177.81,50
5954,866957511,2022-09-09T18:09:54.000+0300,PH22091004,3616.99,76
5955,866958165,2022-09-09T18:09:57.000+0300,PH22091000,4700.0,100
5956,866958095,2022-09-09T18:09:59.000+0300,PH22091002,3994.97,16
5959,866958452,2022-09-09T18:10:03.000+0300,PH22091003,3200.0,5
5960,866958855,2022-09-09T18:10:06.000+0300,PH22091000,4700.0,400
5961,866959400,2022-09-09T18:10:12.000+0300,PH22091006,4137.5,188
5963,866960123,2022-09-09T18:10:19.000+0300,PB22091008-01,3274.98,1500
5968,866961932,2022-09-09T18:10:39.000+0300,PH22091023,3616.89,200
5969,866962475,2022-09-09T18:10:53.000+0300,PH22091020,4798.98,32
5971,866963940,2022-09-09T18:11:04.000+0300,PB22091009-05,3880.0,1000
5972,866964686,2022-09-09T18:11:17.000+0300,PH22091003,3273.89,1
5977,866969095,2022-09-09T18:12:06.000+0300,PB22091021-03,4073.0,1000
5978,866969963,2022-09-09T18:12:09.000+0300,PB22091000-24,3949.1,2
5980,866971317,2022-09-09T18:12:22.000+0300,PB22091014-01,3750.0,1000
5982,866972558,2022-09-09T18:12:34.000+0300,PB22091019-02,4790.0,500
5983,866972746,2022-09-09T18:12:39.000+0300,PH22091001,4250.0,50
5984,866973392,2022-09-09T18:12:44.000+0300,PB22091015-01,3500.0,1126
5985,866974204,2022-09-09T18:12:53.000+0300,PB22091018-01,4066.01,1000
5987,866975430,2022-09-09T18:13:06.000+0300,PB22091016-01,3274.97,1500
5988,866975855,2022-09-09T18:13:16.000+0300,PB22091017-01,3500.0,1065
5989,866976616,2022-09-09T18:13:21.000+0300,PB22091000-02,4540.0,8
5990,866976696,2022-09-09T18:13:25.000+0300,PB22091008-02,3512.5,8
5991,866977567,2022-09-09T18:13:28.000+0300,PB22091018-02,4424.01,8
5993,866984410,2022-09-09T18:14:43.000+0300,PH22091003,3271.69,200
5994,866984530,2022-09-09T18:14:43.000+0300,PH22091003,3271.68,72
5995,866985176,2022-09-09T18:14:50.000+0300,PB22091000-02,4540.0,2
5996,866985569,2022-09-09T18:14:55.000+0300,PB22091016-01,3274.97,1
5997,866985803,2022-09-09T18:14:58.000+0300,PB22091017-07,4194.98,2
6000,866988273,2022-09-09T18:15:27.000+0300,PH22091016,3274.97,3
6001,866988737,2022-09-09T18:15:27.000+0300,PH22091016,3275.0,14
6002,866988743,2022-09-09T18:15:27.000+0300,PH22091016,3274.97,7
6004,866992748,2022-09-09T18:16:12.000+0300,PH22091015,3500.0,400
6005,866993039,2022-09-09T18:16:16.000+0300,PH22091000,4680.03,10
6006,866993043,2022-09-09T18:16:16.000+0300,PH22091000,4680.0,200
6007,866993196,2022-09-09T18:16:16.000+0300,PH22091000,4680.02,10
6010,867003162,2022-09-09T18:18:09.000+0300,PB22091012-02,3655.79,3
6011,867005429,2022-09-09T18:18:34.000+0300,PH22091016,3274.97,206
6013,867010742,2022-09-09T18:19:29.000+0300,PH22091017,3550.0,424
6014,867010823,2022-09-09T18:19:32.000+0300,PH22091001,4230.0,200
6018,867015931,2022-09-09T18:20:32.000+0300,PH22091018,4000.99,49
6035,867041502,2022-09-09T18:25:24.000+0300,PH22091001,4200.01,10
6036,867041507,2022-09-09T18:25:24.000+0300,PH22091001,4200.0,90
6043,867054350,2022-09-09T18:27:49.000+0300,PH22091000,4680.01,6
6044,867054201,2022-09-09T18:27:50.000+0300,PH22091000,4680.0,250
6054,867083622,2022-09-09T18:33:35.000+0300,PH22091000,4730.0,8
6056,867085869,2022-09-09T18:34:06.000+0300,PH22091001,4290.0,8
6057,867089274,2022-09-09T18:34:47.000+0300,PH22091005,4155.5,8
6060,867092337,2022-09-09T18:35:17.000+0300,PH22091006,4133.23,8
6061,867095148,2022-09-09T18:35:50.000+0300,PH22091000,4680.0,50
6062,867095184,2022-09-09T18:35:51.000+0300,PH22091000,4679.99,200
6063,867095189,2022-09-09T18:35:51.000+0300,PH22091000,4680.0,160
6064,867095448,2022-09-09T18:35:55.000+0300,PH22091010,4166.0,4
6065,867095594,2022-09-09T18:35:55.000+0300,PH22091010,4165.99,4
6069,867098180,2022-09-09T18:36:27.000+0300,PH22091011,4299.96,4
6072,867102973,2022-09-09T18:37:20.000+0300,PH22091011,4299.89,2
6073,867103153,2022-09-09T18:37:20.000+0300,PH22091011,4299.97,6
6082,867127452,2022-09-09T18:41:44.000+0300,PH22091000,4729.99,2
6083,867127995,2022-09-09T18:41:53.000+0300,PH22091002,3963.52,2
6085,867128265,2022-09-09T18:42:01.000+0300,PH22091001,4284.36,2
6087,867128693,2022-09-09T18:42:08.000+0300,PH22091003,3275.0,2
6088,867129634,2022-09-09T18:42:18.000+0300,PH22091004,3617.0,2
6090,867130195,2022-09-09T18:42:26.000+0300,PH22091005,4122.82,2
6091,867130042,2022-09-09T18:42:32.000+0300,PH22091006,4133.22,2
6092,867131539,2022-09-09T18:42:47.000+0300,PH22091007,3800.0,2
6093,867131642,2022-09-09T18:42:54.000+0300,PH22091008,3274.96,3
6096,867132736,2022-09-09T18:43:03.000+0300,PH22091009,3750.01,5
6098,867132919,2022-09-09T18:43:10.000+0300,PH22091010,4166.0,4
6128,867134333,2022-09-09T18:43:22.000+0300,PH22091011,4299.97,6
6129,867135003,2022-09-09T18:43:37.000+0300,PH22091012,3349.99,5
6131,867135226,2022-09-09T18:43:43.000+0300,PH22091013,3961.52,4
6132,867135300,2022-09-09T18:43:49.000+0300,PH22091000,4699.99,48
6133,867135303,2022-09-09T18:43:49.000+0300,PH22091000,4700.0,102
6135,867135902,2022-09-09T18:43:54.000+0300,PH22091015,3500.0,4
6137,867136581,2022-09-09T18:43:58.000+0300,PB22091000-01,4780.0,259
6140,867136050,2022-09-09T18:44:01.000+0300,PH22091014,3750.0,4
6143,867137951,2022-09-09T18:44:19.000+0300,PH22091018,4065.77,4
6144,867138245,2022-09-09T18:44:29.000+0300,PH22091019,4781.99,4
6145,867138897,2022-09-09T18:44:40.000+0300,PH22091001,4279.99,150
6146,867139469,2022-09-09T18:44:45.000+0300,PH22091021,4297.41,3
6147,867139853,2022-09-09T18:44:54.000+0300,PH22091023,3615.99,3
6148,867140083,2022-09-09T18:44:59.000+0300,PH22091002,3960.83,75
6149,867140436,2022-09-09T18:44:59.000+0300,PH22091002,3960.82,75
6152,867141205,2022-09-09T18:45:09.000+0300,PH22091003,3275.0,2
6153,867141208,2022-09-09T18:45:09.000+0300,PH22091003,3275.0,10
6154,867141235,2022-09-09T18:45:10.000+0300,PH22091003,3275.0,146
6155,867141377,2022-09-09T18:45:10.000+0300,PH22091022,4263.71,2
6156,867141952,2022-09-09T18:45:19.000+0300,PH22091020,4798.88,1
6157,867141703,2022-09-09T18:45:20.000+0300,PH22091004,3617.0,8
6158,867142176,2022-09-09T18:45:21.000+0300,PH22091004,3617.0,192
6159,867142101,2022-09-09T18:45:30.000+0300,PH22091005,4122.56,200
6160,867143520,2022-09-09T18:45:41.000+0300,PH22091000,4650.0,27
6161,867143414,2022-09-09T18:45:47.000+0300,PH22091006,4130.71,200
6173,867145564,2022-09-09T18:46:17.000+0300,PH22091008,3274.96,1
6174,867145760,2022-09-09T18:46:18.000+0300,PH22091008,3274.96,157
6175,867146089,2022-09-09T18:46:29.000+0300,PH22091009,3750.01,4
6176,867146096,2022-09-09T18:46:29.000+0300,PH22091009,3750.01,4
6177,867146100,2022-09-09T18:46:29.000+0300,PH22091009,3750.01,4
6178,867147200,2022-09-09T18:46:40.000+0300,PH22091010,4166.0,348
6179,867147674,2022-09-09T18:46:54.000+0300,PH22091011,4299.97,15
6181,867148698,2022-09-09T18:47:06.000+0300,PH22091010,4166.0,152
6182,867148978,2022-09-09T18:47:08.000+0300,PH22091012,3349.99,754
6183,867149135,2022-09-09T18:47:08.000+0300,PH22091012,3349.99,46
6184,867149491,2022-09-09T18:47:17.000+0300,PH22091013,3961.56,770
6185,867149590,2022-09-09T18:47:17.000+0300,PH22091013,3961.56,30
6188,867149987,2022-09-09T18:47:22.000+0300,PH22091000,4650.0,75
6189,867151434,2022-09-09T18:47:48.000+0300,PH22091011,4299.97,350
6193,867154100,2022-09-09T18:48:31.000+0300,PH22091018,4061.65,200
6194,867154193,2022-09-09T18:48:31.000+0300,PH22091018,4061.64,500
6195,867154690,2022-09-09T18:48:37.000+0300,PH22091018,4061.78,5
6196,867155140,2022-09-09T18:48:40.000+0300,PH22091019,4781.91,2
6210,867155479,2022-09-09T18:48:50.000+0300,PH22091020,4798.96,4
6213,867156214,2022-09-09T18:49:00.000+0300,PH22091021,4297.4,200
6215,867156768,2022-09-09T18:49:02.000+0300,PH22091021,4297.4,50
6217,867156898,2022-09-09T18:49:09.000+0300,PH22091022,4259.16,500
6218,867156946,2022-09-09T18:49:09.000+0300,PH22091022,4259.17,100
6219,867157325,2022-09-09T18:49:09.000+0300,PH22091022,4259.17,200
6222,867157916,2022-09-09T18:49:19.000+0300,PH22091023,3615.99,47
6243,867162326,2022-09-09T18:50:30.000+0300,PH22091018,4061.78,95
6245,867162599,2022-09-09T18:50:39.000+0300,PH22091021,4297.4,550
6246,867163592,2022-09-09T18:50:52.000+0300,PH22091020,4798.96,796
6248,867164144,2022-09-09T18:50:59.000+0300,PH22091019,4781.91,798
6251,867164702,2022-09-09T18:51:18.000+0300,PH22091018,4004.99,95
6254,867167118,2022-09-09T18:51:48.000+0300,PB22091001-01,4299.99,249
6255,867166968,2022-09-09T18:51:49.000+0300,PB22091002-01,3995.0,247
6256,867167326,2022-09-09T18:51:49.000+0300,PB22091003-01,3274.98,273
6257,867167163,2022-09-09T18:51:50.000+0300,PB22091004-01,3617.87,267
6259,867166901,2022-09-09T18:51:51.000+0300,PB22091005-01,4249.99,264
6268,867167207,2022-09-09T18:51:52.000+0300,PB22091006-01,4250.0,251
6275,867167560,2022-09-09T18:51:53.000+0300,PB22091007-01,3617.87,234
6278,867167722,2022-09-09T18:51:54.000+0300,PB22091008-01,3274.98,146
6279,867167736,2022-09-09T18:51:55.000+0300,PB22091009-01,3750.01,94
6280,867167267,2022-09-09T18:51:56.000+0300,PB22091010-01,4166.31,69
6285,867172745,2022-09-09T18:53:19.000+0300,PH22091021,4174.99,500
6289,867173149,2022-09-09T18:53:24.000+0300,PH22091021,4174.99,50
6309,867174661,2022-09-09T18:53:50.000+0300,PH22091023,3615.99,753
6314,867175232,2022-09-09T18:54:04.000+0300,PH22091023,3616.0,500
6348,867178764,2022-09-09T18:54:57.000+0300,PH22091019,4734.99,200
6349,867179174,2022-09-09T18:55:01.000+0300,PH22091019,4734.99,50
6352,867179027,2022-09-09T18:55:03.000+0300,PH22091019,4735.0,55
6356,867181181,2022-09-09T18:55:33.000+0300,PH22091020,4754.99,200
6357,867180838,2022-09-09T18:55:36.000+0300,PH22091020,4754.99,50
6358,867180860,2022-09-09T18:55:38.000+0300,PH22091020,4755.0,55
6371,867189197,2022-09-09T18:57:56.000+0300,PH22091018,4000.01,35
6372,867189820,2022-09-09T18:58:13.000+0300,PH22091001,4199.99,100
6373,867190112,2022-09-09T18:58:13.000+0300,PH22091001,4200.0,256
6380,867193583,2022-09-09T18:59:16.000+0300,PH22091018,3944.99,500
6381,867193912,2022-09-09T18:59:21.000+0300,PH22091018,3944.99,500
6382,867193785,2022-09-09T18:59:23.000+0300,PH22091018,3944.99,394
6383,867193815,2022-09-09T18:59:25.000+0300,PH22091018,3945.0,55
6396,867208063,2022-09-09T19:03:25.000+0300,PH22091011,4299.97,135
6397,867210060,2022-09-09T19:03:59.000+0300,PH22091011,4299.98,135
6399,867212949,2022-09-09T19:04:39.000+0300,PH22091009,3750.01,488
6400,867215589,2022-09-09T19:05:24.000+0300,PH22091009,3750.99,200
6401,867215640,2022-09-09T19:05:26.000+0300,PH22091009,3750.99,50
6403,867215690,2022-09-09T19:05:29.000+0300,PH22091009,3751.0,55
6423,867245690,2022-09-09T19:13:38.000+0300,PH22091019,4782.01,1
6452,867277017,2022-09-09T19:21:44.000+0300,PH22091000,4650.0,100
6467,867284324,2022-09-09T19:23:30.000+0300,PH22091000,4650.0,100
6469,867284421,2022-09-09T19:23:36.000+0300,PH22091000,4699.99,100
6482,867298893,2022-09-09T19:27:37.000+0300,PH22091000,4670.0,100
6486,867303675,2022-09-09T19:28:54.000+0300,PB22091011-01,4299.99,53
6487,867303956,2022-09-09T19:28:55.000+0300,PB22091012-01,3350.0,70
6488,867303983,2022-09-09T19:28:56.000+0300,PB22091014-01,3750.0,44
6489,867304159,2022-09-09T19:28:56.000+0300,PB22091013-01,3961.58,47
6490,867304196,2022-09-09T19:28:57.000+0300,PB22091015-01,3500.0,70
6491,867304216,2022-09-09T19:28:58.000+0300,PB22091017-01,3500.0,133
6492,867304538,2022-09-09T19:28:58.000+0300,PB22091016-01,3274.97,93
6493,867304381,2022-09-09T19:28:59.000+0300,PB22091018-01,4066.01,170
6494,867304032,2022-09-09T19:29:00.000+0300,PB22091019-01,4782.01,198
6504,867309371,2022-09-09T19:30:26.000+0300,PB22091020-01,4798.98,191
6505,867309109,2022-09-09T19:30:27.000+0300,PB22091021-01,4299.98,222
6506,867309392,2022-09-09T19:30:28.000+0300,PB22091022-01,4299.99,268
6513,867311683,2022-09-09T19:31:09.000+0300,PB22091023-01,3617.88,300
6514,867311853,2022-09-09T19:31:10.000+0300,PB22091023-01,3617.88,42
6539,867325992,2022-09-09T19:35:14.000+0300,PH22091008,3274.98,32
6545,867339727,2022-09-09T19:39:08.000+0300,PH22091017,3520.29,50
6547,867346265,2022-09-09T19:41:22.000+0300,PH22091000,4650.11,4
6548,867346917,2022-09-09T19:41:25.000+0300,PH22091000,4650.1,1
6549,867347044,2022-09-09T19:41:34.000+0300,PH22091000,4650.0,500
6553,867352156,2022-09-09T19:43:04.000+0300,PH22091000,4725.0,500
6554,867352355,2022-09-09T19:43:04.000+0300,PH22091000,4690.0,7
6601,867362530,2022-09-09T19:46:03.000+0300,PB22091000-24,3950.0,20
6689,867386867,2022-09-09T19:52:36.000+0300,PH22091000,4650.05,450
6690,867387417,2022-09-09T19:52:44.000+0300,PH22091000,4650.05,342
6691,867387696,2022-09-09T19:52:50.000+0300,PH22091000,4650.04,30
6757,867417195,2022-09-09T19:59:18.000+0300,PH22091001,4199.9,1
6758,867417354,2022-09-09T19:59:18.000+0300,PH22091001,4200.0,1
6771,867437632,2022-09-09T20:03:49.000+0300,PH22091005,4122.47,14
6772,867442980,2022-09-09T20:05:02.000+0300,PH22091003,3275.12,50
6773,867443471,2022-09-09T20:05:08.000+0300,PH22091000,4669.98,2
6786,867447323,2022-09-09T20:05:59.000+0300,PH22091000,4669.98,28
6787,867447519,2022-09-09T20:05:59.000+0300,PH22091000,4670.0,14
6797,867465352,2022-09-09T20:10:02.000+0300,PH22091003,3275.12,6
6806,867466058,2022-09-09T20:10:18.000+0300,PH22091001,4200.0,499
6807,867466958,2022-09-09T20:10:28.000+0300,PH22091000,4670.0,86
6811,867467524,2022-09-09T20:10:33.000+0300,PH22091000,4697.98,100
6812,867467713,2022-09-09T20:10:38.000+0300,PH22091000,4697.99,500
6854,867507830,2022-09-09T20:20:24.000+0300,PH22091000,4636.61,17
6861,867510012,2022-09-09T20:20:57.000+0300,PH22091000,4680.0,80
6862,867511261,2022-09-09T20:21:16.000+0300,PH22091001,4199.0,17
6863,867512697,2022-09-09T20:21:38.000+0300,PH22091001,4200.0,73
6867,867517992,2022-09-09T20:22:58.000+0300,PH22091006,4143.62,50
6869,867519998,2022-09-09T20:23:23.000+0300,PH22091005,4099.88,50
6880,867532915,2022-09-09T20:26:38.000+0300,PH22091002,3850.0,25
6882,867535216,2022-09-09T20:27:17.000+0300,PH22091000,4680.0,20
6883,867537152,2022-09-09T20:27:51.000+0300,PH22091001,4200.0,40
6884,867537804,2022-09-09T20:28:07.000+0300,PH22091000,4650.02,30
6890,867540593,2022-09-09T20:28:56.000+0300,PH22091001,4200.0,70
6891,867540603,2022-09-09T20:28:57.000+0300,PH22091000,4680.0,400
6894,867545305,2022-09-09T20:30:26.000+0300,PH22091001,4200.0,40
6896,867546026,2022-09-09T20:30:33.000+0300,PH22091000,4712.98,30
6897,867546030,2022-09-09T20:30:33.000+0300,PH22091000,4713.0,2
6898,867546032,2022-09-09T20:30:33.000+0300,PH22091000,4740.0,400
6901,867553282,2022-09-09T20:32:32.000+0300,PH22091001,4200.0,277
6909,867557567,2022-09-09T20:33:38.000+0300,PH22091000,4709.98,40
6910,867557424,2022-09-09T20:33:41.000+0300,PH22091001,4230.0,400
6911,867557055,2022-09-09T20:33:42.000+0300,PH22091001,4248.98,90
6912,867557063,2022-09-09T20:33:43.000+0300,PH22091001,4280.0,277
6921,867559474,2022-09-09T20:34:12.000+0300,PH22091000,4650.1,6
6922,867559084,2022-09-09T20:34:13.000+0300,PH22091000,4650.1,5
6923,867559494,2022-09-09T20:34:13.000+0300,PH22091000,4650.03,29
6925,867562686,2022-09-09T20:35:13.000+0300,PH22091002,3891.06,77
6926,867562886,2022-09-09T20:35:16.000+0300,PH22091002,3891.05,77
6942,867565732,2022-09-09T20:35:55.000+0300,PH22091002,3899.99,98
6945,867566146,2022-09-09T20:36:08.000+0300,PH22091002,3900.0,50
6946,867567604,2022-09-09T20:36:37.000+0300,PH22091002,3949.99,50
6947,867567962,2022-09-09T20:36:37.000+0300,PH22091002,3950.0,10
6948,867567626,2022-09-09T20:36:38.000+0300,PH22091002,3980.0,252
6949,867567971,2022-09-09T20:36:38.000+0300,PH22091002,3975.0,35
6950,867569427,2022-09-09T20:37:09.000+0300,PH22091011,4299.98,5
6951,867569429,2022-09-09T20:37:10.000+0300,PH22091011,4299.99,17
6952,867570294,2022-09-09T20:37:25.000+0300,PH22091011,4299.99,2
6953,867571271,2022-09-09T20:37:38.000+0300,PH22091003,3275.12,12
6955,867573443,2022-09-09T20:38:09.000+0300,PH22091002,3993.55,25
6966,867593912,2022-09-09T20:43:05.000+0300,PH22091000,4710.0,19
7001,867598169,2022-09-09T20:44:02.000+0300,PH22091000,4710.0,481
7002,867598469,2022-09-09T20:44:06.000+0300,PH22091000,4730.0,500
7004,867600466,2022-09-09T20:44:38.000+0300,PH22091000,4770.0,1000
7006,867603196,2022-09-09T20:45:13.000+0300,PH22091000,4760.0,19
7025,867611749,2022-09-09T20:47:12.000+0300,PH22091003,3349.99,20
7028,867612330,2022-09-09T20:47:19.000+0300,PH22091003,3350.0,10
7032,867613059,2022-09-09T20:47:37.000+0300,PH22091004,3617.99,32
7033,867613236,2022-09-09T20:47:37.000+0300,PH22091004,3617.98,8
7038,867615613,2022-09-09T20:48:08.000+0300,PH22091007,3750.0,24
7039,867615615,2022-09-09T20:48:08.000+0300,PH22091007,3750.0,6
7040,867615774,2022-09-09T20:48:08.000+0300,PH22091007,3750.0,10
7044,867616290,2022-09-09T20:48:24.000+0300,PH22091008,3350.0,20
7049,867616728,2022-09-09T20:48:24.000+0300,PH22091008,3350.0,10
7062,867618327,2022-09-09T20:48:44.000+0300,PH22091009,3830.0,10
7063,867618521,2022-09-09T20:48:44.000+0300,PH22091009,3830.0,20
7064,867618817,2022-09-09T20:48:52.000+0300,PH22091010,3600.01,10
7070,867619975,2022-09-09T20:49:09.000+0300,PH22091011,4070.99,10
7071,867620935,2022-09-09T20:49:23.000+0300,PH22091012,3200.06,7
7072,867620699,2022-09-09T20:49:24.000+0300,PH22091012,3200.06,3
7073,867621199,2022-09-09T20:49:29.000+0300,PH22091013,3642.73,10
7086,867623568,2022-09-09T20:49:59.000+0300,PH22091014,3830.0,4
7087,867623572,2022-09-09T20:49:59.000+0300,PH22091014,3830.0,4
7090,867624535,2022-09-09T20:50:10.000+0300,PH22091015,3599.0,28
7091,867624538,2022-09-09T20:50:10.000+0300,PH22091015,3599.0,2
7092,867624803,2022-09-09T20:50:21.000+0300,PH22091016,3331.9,1
7093,867624907,2022-09-09T20:50:27.000+0300,PH22091016,3331.9,1
7095,867626115,2022-09-09T20:50:34.000+0300,PH22091016,3331.9,28
7097,867626012,2022-09-09T20:50:40.000+0300,PH22091017,3645.56,30
7107,867630630,2022-09-09T20:51:50.000+0300,PH22091005,4000.02,200
7108,867630817,2022-09-09T20:51:50.000+0300,PH22091005,4000.03,22
7109,867631011,2022-09-09T20:51:50.000+0300,PH22091005,4050.0,20
7110,867630680,2022-09-09T20:51:53.000+0300,PH22091005,3905.01,50
7111,867630683,2022-09-09T20:51:53.000+0300,PH22091005,3905.01,170
7139,867633648,2022-09-09T20:52:29.000+0300,PH22091005,3950.0,27
7140,867634237,2022-09-09T20:52:30.000+0300,PH22091005,3950.01,23
7142,867634743,2022-09-09T20:52:35.000+0300,PH22091002,3990.87,55
7196,867645309,2022-09-09T20:55:02.000+0300,PH22091005,4099.99,16
7223,867672081,2022-09-09T21:01:02.000+0300,PH22091002,3994.93,3
7237,867678613,2022-09-09T21:02:31.000+0300,PH22091003,3349.99,10
7238,867688956,2022-09-09T21:04:49.000+0300,PB22091001-01,4342.99,2
7239,867689948,2022-09-09T21:05:00.000+0300,PB22091001-01,4256.99,2
7242,867692868,2022-09-09T21:05:47.000+0300,PH22091005,3958.29,25
7246,867716078,2022-09-09T21:11:08.000+0300,PH22091000,4749.97,6
7247,867716435,2022-09-09T21:11:14.000+0300,PH22091001,4280.0,300
7248,867716848,2022-09-09T21:11:22.000+0300,PH22091000,4749.98,40
7249,867717542,2022-09-09T21:11:28.000+0300,PH22091000,4750.0,260
7250,867717651,2022-09-09T21:11:33.000+0300,PH22091000,4754.99,88
7251,867718936,2022-09-09T21:11:46.000+0300,PH22091001,4299.0,10
7252,867719220,2022-09-09T21:11:53.000+0300,PH22091000,4759.99,100
7253,867722928,2022-09-09T21:12:41.000+0300,PH22091000,4773.98,220
7254,867722848,2022-09-09T21:12:48.000+0300,PH22091000,4774.0,481
7255,867723286,2022-09-09T21:12:49.000+0300,PB22091000-08,4011.0,300
7256,867723477,2022-09-09T21:12:58.000+0300,PH22091001,4299.99,1
7257,867723479,2022-09-09T21:12:58.000+0300,PH22091001,4299.99,4
7258,867724817,2022-09-09T21:13:11.000+0300,PH22091002,3994.98,80
7259,867724897,2022-09-09T21:13:17.000+0300,PH22091002,3994.98,84
7260,867725793,2022-09-09T21:13:24.000+0300,PH22091002,3994.98,95
7261,867727463,2022-09-09T21:13:52.000+0300,PH22091001,4300.0,24
7262,867727467,2022-09-09T21:13:52.000+0300,PH22091001,4300.0,28
7263,867727576,2022-09-09T21:13:52.000+0300,PH22091001,4300.0,9
7264,867727580,2022-09-09T21:13:52.000+0300,PH22091001,4300.0,5
7265,867728002,2022-09-09T21:13:58.000+0300,PH22091001,4300.0,500
7267,867728905,2022-09-09T21:14:14.000+0300,PH22091000,4778.99,4
7268,867729450,2022-09-09T21:14:21.000+0300,PH22091000,4779.0,18
7270,867731132,2022-09-09T21:14:39.000+0300,PH22091000,4778.99,13
7271,867731136,2022-09-09T21:14:39.000+0300,PH22091000,4778.99,4
7272,867731153,2022-09-09T21:14:40.000+0300,PH22091000,4779.99,13
7275,867734247,2022-09-09T21:15:27.000+0300,PH22091003,3349.0,5
7276,867734250,2022-09-09T21:15:28.000+0300,PH22091003,3350.0,12
